x,WaferMPW41_slot11_thinresist_strip_Chip1_WG1,WaferMPW41_slot11_thinresist_strip_Chip1_WG2,WaferMPW41_slot11_thinresist_strip_Chip1_WG3,WaferMPW41_slot11_thinresist_strip_Chip1_WG4,WaferMPW41_slot11_thinresist_strip_Chip1_WG5,WaferMPW41_slot11_thinresist_strip_Chip1_WG6,WaferMPW41_slot11_thinresist_strip_Chip33_WG1,WaferMPW41_slot11_thinresist_strip_Chip33_WG2,WaferMPW41_slot11_thinresist_strip_Chip33_WG3,WaferMPW41_slot11_thinresist_strip_Chip33_WG4,WaferMPW41_slot11_thinresist_strip_Chip33_WG5,WaferMPW41_slot11_thinresist_strip_Chip33_WG6
1538.3144000000002,,,,,,,,,,,2.758496009e-7,
1538.3146,,,,,,2.103933383e-7,,,,,,
1538.3149,0.0000014842951259,,,,,,,,,,,
1538.3151,,,,,,,,,,,,1.935820109e-7
1538.3154000000002,,,6.010512834e-7,,,,0.000001527194172,,,,,
1538.3155000000002,,,,2.610067611e-7,,,,,,,,
1538.3156,,0.0000010140627182,,,,,,0.0000011231311419,,,,
1538.3159,,,,,2.449118881e-7,,,,,4.715033981e-7,,
1538.316,,,,,,,,,6.171457017e-7,,,
1538.3210000000001,,,,,,,,,,,2.1021485e-7,
1538.3211000000001,,,,,,2.388291875e-7,,,,,,
1538.3214,0.0000015182574771,,,,,,,,,,,
1538.3217000000002,,,,,,,,,,,,2.077101016e-7
1538.3218,,,,1.919724326e-7,,,0.0000015146777059,,,,,
1538.3219,,,6.636317949e-7,,,,,,,,,
1538.3220000000001,,9.997600046e-7,,,,,,,,,,
1538.3222,,,,,,,,0.0000010873752672,,,,
1538.3223,,,,,,,,,,4.693573317e-7,,
1538.3224,,,,,2.672671542e-7,,,,,,,
1538.3225,,,,,,,,,5.903274314e-7,,,
1538.3312,,,,,,2.728083643e-7,,,,,,
1538.3313,,,,,,,,,,,2.79607292e-7,
1538.3315,0.0000015772654933,,,,,,,,,,,
1538.3319000000001,,,,,,,,,,,,1.705117683e-7
1538.3319999999999,,,,1.660409197e-7,,,,,,,,
1538.3321,,0.0000010444616692,,,,,0.00000150574283,,,,,
1538.3322,,,7.190536735e-7,,,,,,,,,
1538.3325000000002,,,,,1.714051194e-7,,,0.000001083795496,,,,
1538.3327,,,,,,,,,,4.525458905e-7,,
1538.3328000000001,,,,,,,,,5.670807468e-7,,,
1538.3435,,,,,,1.819568496e-7,,,,,,
1538.3438,,,,,,,,,,,2.862215922e-7,
1538.344,0.0000016005049019,,,,,,,,,,,2.221965332e-7
1538.3445,,0.0000010712808489,,1.969801104e-7,,,,,,,,
1538.3446,,,,,,,0.0000015039547634,,,,,
1538.3448,,,7.065390264e-7,,,,,,,,,
1538.3449,,,,,,,,0.0000010694927823,,,,
1538.345,,,,,1.821353379e-7,,,,,,,
1538.3451,,,,,,,,,,4.58985113e-7,,
1538.3452,,,,,,,,,5.903274314e-7,,,
1538.3542,,,,,,2.048490586e-7,,,,,,
1538.3543,,,,,,,,,,,2.275625519e-7,
1538.3546999999999,0.0000015379316665,,,,,,,,,,,
1538.3549,,,,,,,,,,,,1.621062182e-7
1538.355,,,,2.114663147e-7,,,,,,,,
1538.3553,,0.0000011177596662,,,,,0.0000015039547634,,,,,
1538.3556,,,6.88661089e-7,,,,,,,,,
1538.3557,,,,,,,,0.0000010444616692,,,,
1538.3559,,,,,,,,,,4.591632603e-7,,
1538.356,,,,,2.49739486e-7,,,,6.35023639e-7,,,
1538.3645000000001,,,,,,,,,,,2.431223436e-7,
1538.3648,,,,,,2.241646797e-7,,,,,,
1538.3649,0.0000016469837192,,,,,,,,,,,
1538.3654999999999,,,,2.391861642e-7,,,,,,,,1.651457495e-7
1538.3656,,,,,,,0.00000150574283,,,,,
1538.3659000000002,,,6.993867601e-7,,,,,,,,,
1538.366,,0.0000011159715996,,,,,,,,,,
1538.3661,,,,,,,,0.0000010212222605,,,,
1538.3662,,,,,,,,,6.618419093e-7,,,
1538.3664,,,,,1.696168255e-7,,,,,,,
1538.3665,,,,,,,,,,4.75079986e-7,,
1538.3765,,,,,,,,,,,3.044654875e-7,
1538.3767,,,,,,2.50812576e-7,,,,,,
1538.3768,0.0000015987168354,,,,,,,,,,,
1538.3774,,,,,,,,,,,,1.891109349e-7
1538.3775,,,,1.721199823e-7,,,0.0000015200491816,,,,,
1538.3777,,,6.993867601e-7,,,,,,,,,
1538.3779,,0.0000011320660178,,,,,,,,,,
1538.3781000000001,,,,,1.830302807e-7,,,,,,,
1538.3782,,,,,,,,9.908233096e-7,6.511107813e-7,,,
1538.3783,,,,,,,,,,5.167530048e-7,,
1538.3877,,,,,,3.078634734e-7,,,,,,
1538.3881,,,,,,,,,,,2.624363731e-7,
1538.3882,0.0000016916890218,,,,,,,,,,,
1538.3886,,,,,,,,,,,,1.606746736e-7
1538.3888,,,,1.528059528e-7,,,,,,,,
1538.3889000000001,,,,,,,0.0000015218372482,,,,,
1538.3891999999998,,0.000001157093493,,,,,,,,,,
1538.3893,,,7.351471822e-7,,,,,,,,,
1538.3894,,,,,,,,9.801003671e-7,6.35023639e-7,,,
1538.3895,,,,,2.418704241e-7,,,,,5.171092994e-7,,
1538.3971000000001,,,,,,3.026761703e-7,,,,,,
1538.3971999999999,,,,,,,,,,,2.179037182e-7,
1538.3978,0.000001664868023,,,,,,,,,,,
1538.3980000000001,,,,,,,,,,,,1.789175457e-7
1538.3982,,,,,,,0.0000015254170194,,,,,
1538.3983,,,,1.835668826e-7,,,,,,,,
1538.3986,,0.0000011249210274,,,,,,,,,,
1538.3987000000002,,,,,,,,9.711491202e-7,,,,
1538.3988000000002,,,7.583865909e-7,,,,,,6.225080824e-7,4.723983409e-7,,
1538.3990000000001,,,,,2.57070468e-7,,,,,,,
1538.4041,,,,,,2.341784437e-7,,,,,2.241646797e-7,
1538.4048,,,,,,,,,,,,2.071737271e-7
1538.4049,0.0000017095733256,,,,,,,,,,,
1538.4050000000002,,,,,,,0.0000015325638287,,,,,
1538.4052,,,,1.832083143e-7,,,,,,,,
1538.4055,,,7.816332754e-7,,,,,,,,,
1538.4056,,0.0000011302743133,,,,,,9.568464066e-7,,,,
1538.4058,,,,,2.16115879e-7,,,,6.1356684e-7,4.248243783e-7,,
1538.411,,,,,,,,,,,2.776391455e-7,
1538.4112000000002,,,,,,2.703054349e-7,,,,,,
1538.4118,0.0000017346026198,,,,,,,,,,,
1538.4119,,,,,,,0.0000015379316665,,,,,
1538.412,,,,,,,,,,,,1.767709108e-7
1538.4121,,,7.566039812e-7,,,,,,,,,
1538.4122,,,,2.461638076e-7,,,,,,,,
1538.4124,,0.0000011141944469,,,1.39214464e-7,,,,,,,
1538.4126,,,,,,,,9.210924645e-7,6.189283113e-7,4.400280602e-7,,
1538.4222,,,,,,3.050002704e-7,,,,,2.440174001e-7,
1538.4226,0.0000017489071524,,,,,,,,,,,
1538.423,,,,,,,,,,,,1.942971011e-7
1538.4231000000002,,,,2.007363236e-7,,,,,,,,
1538.4232,,,,,,,0.0000015522361991,,,,,
1538.4234000000001,,0.0000011034551335,7.369370678e-7,,,,,,,,,
1538.4235,,,,,1.948334756e-7,,,,,,,
1538.4236,,,,,,,,9.175117839e-7,6.511107813e-7,5.14249848e-7,,
1538.434,,,,,,2.259529737e-7,,,,,1.98768177e-7,
1538.4344,0.0000017739346276,,,,,,,,,,,
1538.4348,,,,,,,,,,,,2.005560162e-7
1538.4349000000002,,,,,,,0.0000015718958366,,,,,
1538.4350000000002,,,,1.749828442e-7,,,,,,,,
1538.4352,,0.0000011106146758,,,,,,9.443318731e-7,,,,
1538.4353,,,7.244160543e-7,,,,,,,,,
1538.4354,,,,,,,,,6.636317949e-7,5.281971767e-7,,
1538.4356000000002,,,,,2.390073348e-7,,,,,,,
1538.4440000000002,,,,,,,,,,,2.45625273e-7,
1538.4442,,,,,,2.745976815e-7,,,,,,
1538.4446,0.0000017185082015,,,,,,,,,,,
1538.4448,,,,,,,0.0000015718958366,,,,,1.656825788e-7
1538.4450000000002,,,,2.034175139e-7,,,,,,,,
1538.4452,,0.0000010998917332,6.993867601e-7,,,,,9.729408248e-7,,,,
1538.4454,,,,,1.867864938e-7,,,,,,,
1538.4456,,,,,,,,,6.35023639e-7,5.003018373e-7,,
1538.4536,,,,,,2.642259176e-7,,,,,3.166277054e-7,
1538.4541000000002,0.0000018150601591,,,,,,,,,,,
1538.4544,,,6.689941756e-7,,,,,,,,,2.121811775e-7
1538.4545,,,,,,,0.0000015808307126,,,,,
1538.4546,,,,2.136129496e-7,,,,,,,,
1538.4547,,,,,,,,0.0000010194341939,,,,
1538.4549,,0.00000106233324,,,1.914356034e-7,,,,,,,
1538.4552,,,,,,,,,6.189283113e-7,4.738284076e-7,,
1538.4654,,,,,,2.384726656e-7,,,,,,
1538.4656000000002,,,,,,,,,,,2.195137512e-7,
1538.4660000000001,0.000001729232963,,,,,,,,,,,
1538.4664,,0.0000010641213066,6.403851103e-7,,,,,,,,,1.867864938e-7
1538.4666000000002,,,,2.304240496e-7,,,0.0000016040846731,,,,,
1538.4668,,,,,2.483096466e-7,,,0.0000010694927823,,,,
1538.467,,,,,,,,,,4.850944038e-7,,
1538.4671,,,,,,,,,6.582630476e-7,,,
1538.4768000000001,,,,,,2.753149317e-7,,,,,,
1538.4772,,,,,,,,,,,2.003777553e-7,
1538.4774000000002,0.0000018043208456,,,,,,,,,,,
1538.4778000000001,,,,2.046707976e-7,,,0.000001621956244,,,,,1.794539202e-7
1538.478,,0.0000010462533737,6.332337534e-7,,,,,,,,,
1538.4782,,,,,,,,0.0000010981000287,,,,
1538.4784,,,,,2.213018178e-7,,,,6.815097322e-7,4.96903283e-7,,
1538.4856,,,,,,2.844348899e-7,,,,,,
1538.4858000000002,,,,,,,,,,,2.352514201e-7,
1538.4860999999999,0.0000017489071524,,,,,,,,,,,
1538.4865000000002,,,,,,,0.0000016201645394,,,,,2.005560162e-7
1538.4866,,0.0000010784258393,,1.896475368e-7,,,,,,,,
1538.4868000000001,,,6.743574659e-7,,,,,,,,,
1538.4869,,,,,,,,0.0000011106146758,,,,
1538.4872,,,,,1.869645274e-7,,,,6.958142649e-7,5.022654364e-7,,
1538.4919,,,,,,2.382927704e-7,,,,,,
1538.4922000000001,,,,,,,,,,,2.787122355e-7,
1538.4923,0.0000018168482256,,,,,,,,,,,
1538.4928000000002,,,,2.016294474e-7,,,,,,,,
1538.493,,,,,,,0.0000016326810055,,,,,2.005560162e-7
1538.4931000000001,,0.0000010551864307,7.51235234e-7,,,,,,,,,
1538.4934,,,,,1.67292157e-7,,,0.0000011320660178,,,,
1538.4937,,,,,,,,,6.797198466e-7,,,
1538.4938000000002,,,,,,,,,,5.035169011e-7,,
1538.4998,,,,,,2.447303302e-7,,,,,,
1538.5,,,,,,,,,,,2.647607005e-7,
1538.5001000000002,0.0000017703548565,,,,,,,,,,,
1538.5008,,,,,,,,,,,,1.735512996e-7
1538.5009,,,,,,,0.0000016541432615,,,,,
1538.501,,,,1.858913237e-7,,,,,,,,
1538.5011000000002,,0.0000011034551335,7.709021475e-7,,,,,,,,,
1538.5013999999999,,,,,,,,0.0000011660447399,,,,
1538.5015,,,,,,,,,6.618419093e-7,,,
1538.5016,,,,,2.213018178e-7,,,,,4.682842416e-7,,
1538.5117,,,,,,3.157323079e-7,,,,,,
1538.5121,0.0000018168482256,,,,,,,,,,2.348951256e-7,
1538.5127,,,,2.204084666e-7,,,,,,,,
1538.5129,,,,,,,,,,,,1.951920439e-7
1538.5130000000001,,0.0000011070349046,,,,,0.0000016612882519,,,,,
1538.5131000000001,,,7.51235234e-7,,,,,0.0000011874924439,,,,
1538.5134,,,,,,,,,6.529006669e-7,4.328752254e-7,,
1538.5135,,,,,2.291707659e-7,,,,,,,
1538.5234,,,,,,,,,,,2.940936099e-7,
1538.5236,,,,,,2.49739486e-7,,,,,,
1538.5238000000002,0.0000017953859697,,,,,,,,,,,
1538.5242,,,,2.105715993e-7,,,0.0000016773826701,,,,,1.985896887e-7
1538.5247,,0.0000011517402072,,,,,,,,,,
1538.5248000000001,,,,,,,,0.0000011463705505,,,,
1538.525,,,7.440829677e-7,,1.758761954e-7,,,,,,,
1538.5251,,,,,,,,,6.707840612e-7,,,
1538.5253,,,,,,,,,,4.598805106e-7,,
1538.5327,,,,,,,,,,,3.278945258e-7,
1538.5328000000002,,,,,,2.660126199e-7,,,,,,
1538.5332,0.0000017882409793,,,,,,,,,,,
1538.5334,,,,,,,,,,,,1.993045515e-7
1538.5337,,,,1.841034845e-7,,,0.0000016934770883,,,,,
1538.534,,0.0000011678328065,,,,,,,,,,
1538.5342,,,7.351471822e-7,,,,,,,,,
1538.5343,,,,,2.014511864e-7,,,0.0000011195513707,,,,
1538.5344,,,,,,,,,6.975968745e-7,,,
1538.5347000000002,,,,,,,,,,5.010148811e-7,,
1538.5428,,,,,,2.87294796e-7,,,,,,
1538.5431,,,,,,,,,,,2.738814544e-7,
1538.5433,0.0000017399559056,,,,,,,,,,,
1538.5437000000002,,,,,,,,,,,,2.155792771e-7
1538.544,,,,2.050270922e-7,,,0.0000017024137833,,,,,
1538.5441,,,7.333572967e-7,,,,,,,,,
1538.5443000000002,,0.0000011946392533,,,,,,,,,,
1538.5444,,,,,,,,0.0000011016670669,,4.9046497e-7,,
1538.5445,,,,,,,,,7.369370678e-7,,,
1538.5446,,,,,2.602896245e-7,,,,,,,
1538.5552,,,,,,2.411541971e-7,,,,,,
1538.5555000000002,,,,,,,,,,,2.901578853e-7,
1538.5556000000001,0.0000016720148324,,,,,,,,,,,
1538.5561,,,,,,,0.0000017149284304,,,,,
1538.5562000000002,,,,2.096784755e-7,,,,,,,,1.910774898e-7
1538.5564,,0.0000012304060419,7.333572967e-7,,,,,,,,,
1538.5565000000001,,,,,,,,0.000001083795496,,,,
1538.5567,,,,,,,,,7.762708947e-7,,,
1538.5568,,,,,2.012726981e-7,,,,,4.566604446e-7,,
1538.566,,,,,,,,,,,3.153757859e-7,
1538.5662,,,,,,3.046443169e-7,,,,,,
1538.5663000000002,0.0000017328109152,,,,,,,,,,,
1538.5667,,,,,,,0.000001729232963,,,,,
1538.5669,,,,2.089615663e-7,,,,,,,,2.016294474e-7
1538.5672,,0.0000012750967926,,,,,,,,,,
1538.5673000000002,,,7.297848015e-7,,,,,,,,,
1538.5674000000001,,,,,1.683653608e-7,,,0.0000010694927823,,,,
1538.5675,,,,,,,,,7.709021475e-7,,,
1538.5677,,,,,,,,,,4.396710835e-7,,
1538.574,,,,,,3.073249388e-7,,,,,3.236013697e-7,
1538.5744,0.000001664868023,,,,,,,,,,,
1538.5748,,,,,,,,,,,,2.075318406e-7
1538.5749,,,,,,,0.0000017453273813,,,,,
1538.575,,,,2.023459018e-7,,,,,,,,
1538.5751,,,7.190536735e-7,,,,,,,,,
1538.5752,,0.0000012911912108,,,,,,,,,,
1538.5754000000002,,,,,1.951920439e-7,,,,,,,
1538.5756,,,,,,,,0.0000010605560874,,,,
1538.5757,,,,,,,,,7.315674111e-7,,,
1538.5758,,,,,,,,,,4.453939653e-7,,
1538.5806,,,,,,2.311389125e-7,,,,,,
1538.5809000000002,0.0000016773826701,,,,,,,,,,2.745976815e-7,
1538.5815,,,,,,,,,,,,1.629995694e-7
1538.5816000000002,,,7.387196774e-7,1.937604992e-7,,,0.0000017453273813,,,,,
1538.5818,,0.0000012572252217,,,,,,,,,,
1538.5819,,,,,2.837186628e-7,,,0.0000010337387266,,,,
1538.582,,,,,,,,,,4.770469673e-7,,
1538.5822,,,,,,,,,7.10117888e-7,,,
1538.5898,,,,,,2.325702297e-7,,,,,2.567134914e-7,
1538.5902,0.0000016058618257,,,,,,,,,,,
1538.5907000000002,,,7.566039812e-7,1.787372383e-7,,,,,,,,1.690802236e-7
1538.5908,,,,,,,0.0000017542604382,,,,,
1538.5909,,0.000001242920689,,,,,,,,,,
1538.5910000000001,,,,,2.093201346e-7,,,,,,,
1538.5911,,,,,,,,9.979683e-7,,4.960092497e-7,,
1538.5914,,,,,,,,,6.582630476e-7,,,
1538.6027,,,,,,,,,,,3.200256913e-7,
1538.6029,,,,,,2.758496009e-7,,,,,,
1538.6032000000002,0.0000016326810055,,,,,,,,,,,
1538.6036000000001,,,,,,,0.0000017649870188,,,,,1.941186127e-7
1538.6037000000001,,0.0000012393409179,,,,,,,,,,
1538.6038,,,,2.196936038e-7,,,,,,,,
1538.6039,,,7.709021475e-7,,,,,0.0000010069195469,,,,
1538.6042,,,,,1.887528214e-7,,,,,,,
1538.6043000000002,,,,,,,,,,4.745446347e-7,,
1538.6044,,,,,,,,,6.439648814e-7,,,
1538.6151000000002,,,,,,2.288140166e-7,,,,,3.139429907e-7,
1538.6157,0.0000015718958366,,,,,,,,,,,1.858913237e-7
1538.6162000000002,,,,,,,0.0000017739346276,,,,,
1538.6163,,0.0000012214584331,,2.11644803e-7,,,,,,,,
1538.6165,,,7.601764764e-7,,,,,0.0000010373021269,,,,
1538.6168000000002,,,,,2.502742689e-7,,,,7.10117888e-7,4.534412881e-7,,
1538.6254,,,,,,3.248532892e-7,,,,,3.026761703e-7,
1538.6259000000002,,,,,,,,,,,,2.143278124e-7
1538.626,0.0000016076498923,,,,,,,,,,,
1538.6264999999999,,0.0000011427907793,,,,,,,,,,
1538.6266,,,,2.061005233e-7,,,0.0000017792897324,,,,,
1538.6269000000002,,,7.244160543e-7,,,,,0.000001092732191,,,,
1538.6270000000002,,,,,,,,,,4.36451927e-7,,
1538.6271,,,,,2.499176333e-7,,,,7.995103033e-7,,,
1538.6368,,,,,,,,,,,3.461348967e-7,
1538.6371000000001,,,,,,2.220184996e-7,,,,,,
1538.6375,,,,,,,,,,,,1.814202477e-7
1538.6377000000002,0.0000015933471786,,,,,,,,,,,
1538.6381000000001,,,,1.558454841e-7,,,0.0000017739346276,,,,,
1538.6384,,0.0000010802157249,,,,,,0.0000011338540844,,,,
1538.6385,,,7.10117888e-7,,,,,,,4.740063275e-7,,
1538.6386,,,,,,,,,8.477862821e-7,,,
1538.6387,,,,,1.712268585e-7,,,,,,,
1538.6498,,,,,,,,,,,3.389827441e-7,
1538.6501,,,,,,2.243429407e-7,,,,,,
1538.6505,,,,,,,,,,,,2.227333624e-7
1538.6506000000002,0.0000015611710751,,,,,,,,,,,
1538.6508999999999,,,,,,,0.0000017632098661,,,,,
1538.6513000000002,,,,1.569184604e-7,,,,0.0000011588851976,,,,
1538.6514,,0.0000010373021269,,,,,,,,,,
1538.6515,,,7.530242101e-7,,,,,,,,,
1538.6516,,,,,,,,,7.94148832e-7,4.568390466e-7,,
1538.6518,,,,,2.415139022e-7,,,,,,,
1538.6613,,,,,,3.037492604e-7,,,,,3.066123497e-7,
1538.6618,,,,,,,,,,,,2.154007888e-7
1538.662,0.0000015504481325,,,,,,,,,,,
1538.6623,,,,,,,0.0000017685667899,,,,,
1538.6625000000001,,,,2.007363236e-7,,,,0.0000011642530353,,,,
1538.6627,,,,,,,,,,4.248243783e-7,,
1538.6628,,,,,,,,,7.458728533e-7,,,
1538.6629,,0.000001040881898,,,,,,,,,,
1538.663,,,7.440829677e-7,,,,,,,,,
1538.6632000000002,,,,,2.715564449e-7,,,,,,,
1538.6688000000001,,,,,,,,,,,2.93911711e-7,
1538.6689000000001,,,,,,2.733466715e-7,,,,,,
1538.6693,,,,,,,,,,,,1.771276601e-7
1538.6697,0.0000015665279989,,,,,,,,,,,
1538.6701,,,,1.722998348e-7,,,0.0000017775143988,,,,,
1538.6704,,,,,,,,0.0000011713998447,,,,
1538.6705000000002,,0.0000010337387266,,,,,,,7.065390264e-7,4.013962496e-7,,
1538.6706000000001,,,7.369370678e-7,,,,,,,,,
1538.6708,,,,,2.475934195e-7,,,,,,,
1538.6752999999999,,,,,,,,,,,3.159105688e-7,
1538.6755,,,,,,1.900042861e-7,,,,,,
1538.6759,,,,,,,,,,,,1.908990015e-7
1538.6763,0.0000015862021883,,,,,,,,,,,
1538.6766,,,,2.018092999e-7,,,0.0000017739346276,,,,,
1538.677,,,,,,,,0.0000011946392533,6.815097322e-7,3.885214426e-7,,
1538.6772,,0.0000010337387266,7.709021475e-7,,,,,,,,,
1538.6773,,,,,1.615698437e-7,,,,,,,
1538.6857,,,,,,,,,,,3.185922139e-7,
1538.686,,,,,,2.81036904e-7,,,,,,
1538.6863,,,,,,,,,,,,1.574550623e-7
1538.6867,,,,,,,0.000001759630095,,,,,
1538.6868,0.0000015629627796,,,,,,,,,,,
1538.6870000000001,,,,1.615698437e-7,,,,,,,,
1538.6873,,,,,,,,0.0000012286179754,7.315674111e-7,4.26436003e-7,,
1538.6874,,,7.709021475e-7,,,,,,,,,
1538.6876000000002,,0.0000010712808489,,,2.361465903e-7,,,,,,,
1538.6988000000001,,,,,,,,,,,2.595769217e-7,
1538.6989,,,,,,2.069952387e-7,,,,,,
1538.6995000000002,,,,,,,,,,,,1.225816249e-7
1538.6996,,,,,,,0.0000017578420284,,,,,
1538.6998,0.0000015683160655,,,,,,,,,,,
1538.7,,,,1.662191806e-7,,,,0.0000012304060419,,,,
1538.7002,,,,,,,,,,4.595197822e-7,,
1538.7003,,,,,2.792475868e-7,,,,,,,
1538.7004,,0.0000010945202575,,,,,,,,,,
1538.7005000000001,,,7.583865909e-7,,,,,,,,,
1538.7006999999999,,,,,,,,,8.048726841e-7,,,
1538.7095000000002,,,,,,2.084251918e-7,,,,,3.144814116e-7,
1538.71,,,,,,,,,,,,2.025241628e-7
1538.7102000000002,0.0000015844104837,,,,,,0.0000017703548565,,,,,
1538.7106,,,,,,,,0.0000012250382042,,,,
1538.7107,,,,2.14505846e-7,,,,,,,,
1538.7108,,,,,,,,,,4.614880424e-7,,
1538.711,,,7.458728533e-7,,1.837449162e-7,,,,,,,
1538.7111,,0.0000011124063803,,,,,,,8.513587773e-7,,,
1538.7193000000002,,,,,,,,,,,3.881644659e-7,
1538.7195,,,,,,2.769229184e-7,,,,,,
1538.7201,,,,,,,,,,,,1.508378062e-7
1538.7202,0.0000016255360151,,,,,,,,,,,
1538.7204000000002,,,,,,,0.0000017703548565,,,,,
1538.7207,,,,,,,,,7.995103033e-7,,,
1538.7208,,,7.548140957e-7,2.500964627e-7,,,,0.0000012143134427,,,,
1538.7210000000002,,0.0000011141944469,,,2.087833053e-7,,,,,,,
1538.7211,,,,,,,,,,4.183887938e-7,,
1538.7309,,,,,,,,,,,2.819323015e-7,
1538.731,,,,,,1.567401995e-7,,,,,,
1538.7316,,,,,,,,,,,,1.769493991e-7
1538.7317,0.0000016076498923,,,,,,,,,,,
1538.732,,,,,,,0.0000017363906863,,,,,
1538.7322000000001,,,,2.395457557e-7,,,,,,,,
1538.7323000000001,,,,,,,,0.0000012071666333,,,,
1538.7324,,,7.601764764e-7,,,,,,,4.205352013e-7,,
1538.7325,,0.000001092732191,,,2.738814544e-7,,,,7.154802688e-7,,,
1538.7426,,,,,,2.200503531e-7,,,,,,
1538.7427,,,,,,,,,,,2.604682265e-7,
1538.7433,0.0000016505634903,,,,,,,,,,,
1538.7434,,,,,,,0.000001716716497,,,,,2.021660492e-7
1538.7435,,,,1.90540888e-7,,,,,,,,
1538.7437000000002,,,,,,,,0.0000011857043773,,,,
1538.7439,,,7.887864513e-7,,,,,,,4.498650412e-7,,
1538.7440000000001,,0.0000011731879113,,,2.558185486e-7,,,,,,,
1538.7442,,,,,,,,,6.904509746e-7,,,
1538.7520000000002,,,,,,2.157575381e-7,,,,,3.1090471e-7,
1538.7524,0.0000016380488432,,,,,,0.000001716716497,,,,,
1538.7527000000002,,,,1.724783232e-7,,,,0.000001157093493,,,,
1538.7528,,,7.94148832e-7,,,,,,,,,1.429688581e-7
1538.753,,,,,,,,,,4.554094346e-7,,
1538.7531000000001,,0.0000011892841485,,,,,,,,,,
1538.7532,,,,,2.035973665e-7,,,,,,,
1538.7534,,,,,,,,,6.940234698e-7,,,
1538.7587,,,,,,1.765910582e-7,,,,,3.616951005e-7,
1538.7591,0.0000016809624412,,,,,,,,,,,
1538.7593,,,,,,,,,,,,1.333118433e-7
1538.7595999999999,,,7.583865909e-7,1.996631198e-7,,,0.000001716716497,,,,,
1538.7598,,0.0000011696081401,,,,,,0.0000011427907793,,,,
1538.76,,,,,1.985896887e-7,,,,,,,
1538.7601000000002,,,,,,,,,7.136903832e-7,4.498650412e-7,,
1538.7653,,,,,,1.640725458e-7,,,,,,
1538.7654,,,,,,,,,,,3.06433634e-7,
1538.7658000000001,0.000001686319365,,,,,,,,,,,
1538.7658999999999,,,,,,,,,,,,2.239848271e-7
1538.7663000000002,,0.0000011892841485,,,,,,,,,,
1538.7664,,,,2.243429407e-7,,,0.0000016934770883,,,,,
1538.7665,,,7.566039812e-7,,,,,,,,,
1538.7666,,,,,,,,0.0000011070349046,,,,
1538.7668,,,,,2.944501318e-7,,,,7.709021475e-7,,,
1538.7669,,,,,,,,,,4.239331872e-7,,
1538.7755,,,,,,2.288140166e-7,,,,,,
1538.7758000000001,,,,,,,,,,,2.593951365e-7,
1538.776,0.000001707781621,,,,,,,,,,,
1538.7764000000002,,,,,,,,,,,,1.481566159e-7
1538.7765000000002,,,,2.558185486e-7,,,0.0000016702376797,,,,,
1538.7767,,0.0000012053785667,,,,,,,,,,
1538.7768,,,,,,,,0.0000010766377727,,,,
1538.7769,,,7.548140957e-7,,,,,,,,,
1538.777,,,,,,,,,,4.191024061e-7,,
1538.7773,,,,,2.75136216e-7,,,,8.138157455e-7,,,
1538.7869,,,,,,1.90540888e-7,,,,,,
1538.7873000000002,,,,,,,,,,,3.116183223e-7,
1538.7875,0.0000017256531919,,,,,,,,,,,
1538.7878,,,,,,,,,,,,1.410025305e-7
1538.7879,,,,2.098567364e-7,,,,,,,,
1538.788,,,,,,,0.0000016684496131,,,,,
1538.7881,,0.0000012411326225,,,,,,,,,,
1538.7883000000002,,,,,,,,0.0000010641213066,,,,
1538.7884000000001,,,7.83423161e-7,,,,,,,,,
1538.7884999999999,,,,,2.086052717e-7,,,,,4.523679706e-7,,
1538.7887,,,,,,,,,8.15605631e-7,,,
1538.7965,,,,,,1.971583714e-7,,,,,,
1538.7968,0.000001750695219,,,,,,,,,,3.522144141e-7,
1538.7971,,,,,,,,,,,,2.125397458e-7
1538.7972,,,,1.762343089e-7,,,,,,,,
1538.7975000000001,,0.0000012250382042,,,,,,,,,,
1538.7975999999999,,,7.887864513e-7,,,,0.0000016702376797,,,,,
1538.7979,,,,,,,,0.0000010480414403,,,,
1538.7980000000002,,,,,2.31316946e-7,,,,8.102359743e-7,,,
1538.7981,,,,,,,,,,4.90283071e-7,,
1538.8063,,,,,,2.48488476e-7,,,,,,
1538.8064000000002,,,,,,,,,,,2.933770418e-7,
1538.8068,0.0000017721465611,,,,,,,,,,,1.456518675e-7
1538.8072,,,,1.714051194e-7,,,,,,,,
1538.8074000000001,,,,,,,0.0000016684496131,,,,,
1538.8075000000001,,0.0000012750967926,,,,,,,,,,
1538.8076,,,7.905690609e-7,,,,,,,,,
1538.8078,,,,,,,,,7.816332754e-7,,,
1538.8079,,,,,3.046443169e-7,,,0.0000010516066595,,,,
1538.808,,,,,,,,,,4.564825247e-7,,
1538.8182000000002,,,,,,1.56025564e-7,,,,,,
1538.8183000000001,,,,,,,,,,,2.638662124e-7,
1538.8186,0.0000017792897324,,,,,,,,,,,
1538.8190000000002,,,,,,,,,,,,2.021660492e-7
1538.8191,,,,,,,0.0000016720148324,,,,,
1538.8193,,,,2.211233294e-7,,,,,,,,
1538.8196,,0.0000012929792774,,,,,,,,,,
1538.8197,,,,,,,,0.0000010659130112,,,,
1538.8198,,,8.138157455e-7,,,,,,,4.126630699e-7,,
1538.8199,,,,,2.459849782e-7,,,,,,,
1538.8200000000002,,,,,,,,,7.351471822e-7,,,
